iata_code,name,latitude_deg,longitude_deg
WST,Westerly State Airport,41.3496017456,-71.8033981323
KWV,Kurwina Airport,-5.965,155.3604
WVI,Watsonville Municipal Airport,36.9356994629,-121.790000916
WVL,Waterville Robert Lafleur Airport,44.5331993103,-69.6754989624
WWD,Cape May County Airport,39.0084991455,-74.9083023071
WWR,West Woodward Airport,36.438,-99.5226667
KWX,Kiwai Airport,-8.6883,143.618
KWY,Kiwayu Airport,-1.96055996417999,41.2975006103516
WYS,Yellowstone Airport,44.68840027,-111.1179962
KYO,Tampa North Aero Park Airport,28.2213001251,-82.37449646
KXA,Kasaan Seaplane Base,55.537399292,-132.397994995
XNA,Northwest Arkansas Regional Airport,36.281898,-94.306801
YIP,Willow Run Airport,42.23789978,-83.53040314
YKM,Yakima Air Terminal McAllister Field,46.56819916,-120.5439987
YKN,Chan Gurney Municipal Airport,42.916698455811,-97.385902404785
KYL,Port Largo Airport,25.09334,-80.42992
YNG,Youngstown Warren Regional Airport,41.26070023,-80.67910004
TDK,Taldykorgan Airport,45.1262016296387,78.4469985961914
ATX,Atbasar Airport,51.8516998291016,68.3632965087891
KZB,Zachar Bay Seaplane Base,57.553001,-153.746052
KZF,Kaintiba Airport,-7.50025,146.033833333
ZPH,Zephyrhills Municipal Airport,28.2282009125,-82.1558990479
AQQ,Zaffre,52.112201,52.13004
ZZV,Zanesville Municipal Airport,39.9444007874,-81.8920974731
LAC,Layang-Layang Airport,7.37157011032,113.84400177
TIA,Tirana International Airport Mother Teresa,41.4146995544,19.7206001282
BOJ,Burgas Airport,42.5695991516113,27.5151996612549
GOZ,Gorna Oryahovitsa Airport,43.1514015197754,25.7129001617432
LBH,Palm Beach Seaplane Base,-33.5871,151.3234
LBM,Luabo Airport,-18.4139,36.1068
PDV,Plovdiv International Airport,42.067799,24.8508
ROU,Ruse Airport,43.6948013306,26.0566997528
SOF,Sofia Airport,42.6966934204102,23.4114360809326
SLS,Silistra Polkovnik Lambrinovo Airfield,44.0551986694336,27.1788005828857
SZR,Stara Zagora Airport,42.3766667,25.655
TGV,Bukhovtsi Airfield,43.3065986633,26.7008991241
VAR,Varna Airport,43.232101,27.8251
ECN,Ercan International Airport,35.1547012329102,33.4961013793945
LCA,Larnaca International Airport,34.8750991821289,33.6249008178711
LCP,Loncopue Airport,-38.081902,-70.643898
PFO,Paphos International Airport,34.7179985046387,32.4856986999512
AKT,RAF Akrotiri,34.590401,32.9879
DBV,Dubrovnik Airport,42.5614013671875,18.2681999206543
LSZ,Lošinj Island Airport,44.5657997131,14.3930997849
OSI,Osijek Airport,45.4626998901367,18.8101997375488
PUY,Pula Airport,44.8935012817383,13.9222002029419
RJK,Rijeka Airport,45.2168998718262,14.5703001022339
BWK,Bol Airport,43.285701751709,16.6797008514404
SPU,Split Airport,43.5388984680176,16.2980003356934
LDW,Lansdowne Airport,-17.6128,126.743
ZAG,Zagreb Airport,45.7429008484,16.0687999725
ZAD,Zemunik Airport,44.1082992553711,15.3466997146606
ABC,Albacete-Los Llanos Airport,38.9485015869,-1.86352002621
ALC,Alicante International Airport,38.2821998596191,-0.55815601348877
LEI,Almería International Airport,36.8438987731934,-2.3701000213623
OVD,Asturias Airport,43.5635986328125,-6.03461980819702
ODB,Córdoba Airport,37.8419990539551,-4.84887981414795
BIO,Bilbao Airport,43.3011016845703,-2.91060996055603
RGS,Burgos Airport,42.3576011657715,-3.62075996398926
BCN,Barcelona International Airport,41.297100067139,2.0784599781036
BJZ,Badajoz Airport,38.891300201416,-6.82133007049561
LCG,A Coruña Airport,43.302101,-8.37726
ECV,Cuatro Vientos Airport,40.370701,-3.78514
ILD,Lleida-Alguaire Airport,41.728185,0.535023
CDT,Castellón-Costa Azahar Airport,40.213889,0.073333
GRO,Girona Airport,41.901000977,2.7605500221
GRX,Federico Garcia Lorca Airport,37.1887016296387,-3.77735996246338
HSK,Huesca/Pirineos Airport,42.0760993958,-0.316666990519
IBZ,Ibiza Airport,38.8728981018,1.37311995029
XRY,Jerez Airport,36.7445983886719,-6.06011009216309
MJV,San Javier Airport,37.7750015258789,-0.812389016151428
QSA,Sabadell Airport,41.5209007263184,2.10507988929749
LEN,Leon Airport,42.5890007019043,-5.65556001663208
RJL,Logroño-Agoncillo Airport,42.4609534888,-2.32223510742
MAD,Adolfo Suárez Madrid–Barajas Airport,40.471926,-3.56264
AGP,Málaga Airport,36.6749000549316,-4.49911022186279
MAH,Menorca Airport,39.8625984191895,4.21864986419678
OZP,Moron Air Base,37.1749000549316,-5.61594009399414
LEO,Lekoni Airport,-1.5724,14.2878
PMI,Palma De Mallorca Airport,39.551700592,2.73881006241
PNA,Pamplona Airport,42.7700004577637,-1.64632999897003
CQM,Ciudad Real Central Airport,38.8563888889,-3.97
REU,Reus Air Base,41.1473999023438,1.16717004776001
ROZ,Rota Naval Station Airport,36.645198822,-6.34946012497
SLM,Salamanca Airport,40.9520988464355,-5.50198984146118
EAS,San Sebastian Airport,43.3564987182617,-1.79060995578766
SCQ,Santiago de Compostela Airport,42.8963012695313,-8.41514015197754
LEU,Pirineus - la Seu d'Urgel Airport,42.3386,1.40917
TEV,Teruel Airport,40.403,-1.2183
TOJ,Torrejón Airport,40.4967002868652,-3.44586992263794
VLC,Valencia Airport,39.4893,-0.481625
VLL,Valladolid Airport,41.7061004639,-4.85194015503
VIT,Vitoria/Foronda Airport,42.8828010559082,-2.72446990013123
VGO,Vigo Airport,42.2318000793457,-8.62677001953125
SDR,Santander Airport,43.4271011352539,-3.82000994682312
ZAZ,Zaragoza Air Base,41.6661987304688,-1.04155004024506
SVQ,Sevilla Airport,37.4179992675781,-5.8931097984314
DPE,St Aubin Airport,49.8824996948242,1.08527994155884
CQF,Calais-Dunkerque Airport,50.962100982666,1.95475995540619
BYF,Albert-Bray Airport,49.9715003967,2.69765996933
LTQ,Le Touquet-Côte d'Opale Airport,50.5173988342285,1.62058997154236
XVS,Valenciennes-Denain Airport,50.3258018493652,3.46126008033752
AGF,Agen-La Garenne Airport,44.1747016906738,0.590556025505066
BOD,Bordeaux-Mérignac Airport,44.8283004761,-0.715556025505
EGC,Bergerac-Roumanière Airport,44.8252983093262,0.518611013889313
CNG,Cognac-Châteaubernard (BA 709) Air Base,45.6582984924317,-0.317499995231628
LRH,La Rochelle-Île de Ré Airport,46.17919921875,-1.19527995586395
PIS,Poitiers-Biard Airport,46.5876998901367,0.306665986776352
MCU,Montluçon-Guéret Airport,46.222599029541,2.3639600276947
LIG,Limoges Airport,45.8628005981445,1.17944002151489
NIT,Niort-Souché Airport,46.313477,-0.394529
TLS,Toulouse-Blagnac Airport,43.629101,1.36382
PUF,Pau Pyrénées Airport,43.3800010681152,-0.418610990047455
LDE,Tarbes-Lourdes-Pyrénées Airport,43.1786994934082,-0.006438999902457
ANG,Angoulême-Brie-Champniers Airport,45.7291984558106,0.221456006169319
PGX,Périgueux-Bassillac Airport,45.1981010437012,0.815555989742279
XDA,Dax Seyresse Airport,43.6892013549805,-1.06888997554779
BIQ,Biarritz-Anglet-Bayonne Airport,43.4683333,-1.5311111
ZAO,Cahors-Lalbenque Airport,44.3513984680176,1.47528004646301
LBI,Albi-Le Séquestre Airport,43.9138984680176,2.11305999755859
DCM,Castres-Mazamet Airport,43.5563011169434,2.2891800403595
RDZ,Rodez-Marcillac Airport,44.407901763916,2.48267006874084
RYN,Royan-Médis Airport,45.628101348877,-0.972500026226044
XMW,Montauban Airport,44.0256996154785,1.37803995609283
RCO,Rochefort-Saint-Agnant (BA 721) Airport,45.8877983093262,-0.983056008815765
IDY,Île d'Yeu Airport,46.7186012268066,-2.39110994338989
CMR,Colmar-Houssen Airport,48.1099014282227,7.35901021957398
DLE,Dole-Tavaux Airport,47.042686,5.435061
MVV,Megève Airport,45.82080078125,6.65221977233887
OBS,Aubenas-Ardèche Méridional Airport,44.5442008972,4.37218999863
LPY,Le Puy-Loudes Airport,45.0806999206543,3.76289010047913
AHZ,Altiport L'Alpe d'Huez - Henri GIRAUD,45.088299,6.08472
ETZ,Metz-Nancy-Lorraine Airport,48.9821014404,6.25131988525
ANE,Angers-Loire Airport,47.5602989196777,-0.312222003936768
BIA,Bastia-Poretta Airport,42.5527000427246,9.48373031616211
CLY,Calvi-Sainte-Catherine Airport,42.5244444,8.7930556
FSC,Figari Sud-Corse Airport,41.5005989074707,9.09778022766113
AJA,Ajaccio-Napoléon Bonaparte Airport,41.9235992431641,8.8029203414917
PRP,Propriano Airport,41.6605987548828,8.88974952697754
SOZ,Solenzara (BA 126) Air Base,41.9244003295898,9.4060001373291
MFX,Méribel Altiport,45.407003,6.577942
AUF,Auxerre-Branches Airport,47.8502006530762,3.49710988998413
CMF,Chambéry-Savoie Airport,45.6380996704102,5.88022994995117
CFE,Clermont-Ferrand Auvergne Airport,45.7867012024,3.1691699028
BOU,Bourges Airport,47.0581016540527,2.37028002738953
QNJ,Annemasse Airport,46.1920013428,6.26839017868
CVF,Courchevel Airport,45.3967018127441,6.63471984863281
LYS,Lyon Saint-Exupéry Airport,45.725556,5.081111
SYT,Saint-Yan Airport,46.4124984741211,4.01325988769531
RNE,Roanne-Renaison Airport,46.0583000183106,4.00138998031616
NCY,Annecy-Haute-Savoie-Mont Blanc Airport,45.9308333,6.1063889
GNB,Grenoble-Isère Airport,45.3628997802734,5.32937002182007
VAF,Valence-Chabeuil Airport,44.9216,4.9699
VHY,Vichy-Charmeil Airport,46.1697006225586,3.40373992919922
AUR,Aurillac Airport,44.8913993835449,2.42194008827209
CHR,"Châteauroux-Déols """"Marcel Dassault"""" Airport",46.86027778,1.7211111
LYN,Lyon-Bron Airport,45.7271995544434,4.94427013397217
CEQ,Cannes-Mandelieu Airport,43.5419998168945,6.9534797668457
EBU,Saint-Étienne-Bouthéon Airport,45.5405998229981,4.29639005661011
CCF,Carcassonne Airport,43.2159996032715,2.30631995201111
MRS,Marseille Provence Airport,43.439271922,5.22142410278
NCE,Nice-Côte d'Azur Airport,43.6584014893,7.21586990356
XOG,Orange-Caritat (BA 115) Air Base,44.1404991149902,4.86672019958496
PGF,Perpignan-Rivesaltes (Llabanère) Airport,42.7403984069824,2.87067008018494
CTT,Le Castellet Airport,43.252498626709,5.78519010543823
BAE,Barcelonnette - Saint-Pons Airport,44.387198,6.609186
MPL,Montpellier-Méditerranée Airport,43.5761985778809,3.96301007270813
BZR,Béziers-Vias Airport,43.3235015869141,3.35389995574951
AVN,Avignon-Caumont Airport,43.907299041748,4.90183019638062
GAT,Gap - Tallard Airfield,44.455002,6.03778
MEN,Mende-Brenoux Airport,44.5021018981934,3.53281998634338
SCP,Mont-Dauphin - St-Crépin Airport,44.701698,6.60028
BVA,Paris Beauvais Tillé Airport,49.4543991088867,2.11278009414673
EVX,Évreux-Fauville (BA 105) Air Base,49.0287017822266,1.21985995769501
LEH,Le Havre Octeville Airport,49.5339012145996,0.0880559980869293
XAB,Abbeville,50.143501,1.831891
ORE,Orléans-Bricy (BA 123) Air Base,47.9878005981,1.76056003571
XCR,Châlons-Vatry Airport,48.7733333333,4.206111111
LSO,Les Sables-d'Olonne Talmont Airport,46.4768981933594,-1.72277998924255
URO,Rouen Airport,49.3842010498047,1.17480003833771
TUF,Tours-Val-de-Loire Airport,47.4322013855,0.727605998516
CET,Cholet Le Pontreau Airport,47.0820999145508,-0.877063989639282
LVA,Laval-Entrammes Airport,48.0313987731934,-0.742986023426056
LBG,Paris-Le Bourget Airport,48.9693984985352,2.44139003753662
CSF,Creil Air Base,49.2535018920898,2.51914000511169
XBX,Bernay – St Martin Airport,49.1027984619,0.566667020321
JDP,Paris Issy-les-Moulineaux Heliport,48.8333015441895,2.27277994155884
TNF,Toussus-le-Noble Airport,48.7518997192383,2.10618996620178
ORY,Paris-Orly Airport,48.7233333,2.3794444
POX,Pontoise - Cormeilles-en-Vexin Airport,49.0966667,2.0408333
VIY,Villacoublay-Vélizy (BA 107) Air Base,48.7741667,2.1916667
NVS,Nevers-Fourchambault Airport,47.0026016235352,3.11332988739014
XME,Maubeuge-Élesmes Airport,50.3105010986328,4.03312015533447
LIL,Lille-Lesquin Airport,50.563332,3.086886
HZB,Merville-Calonne Airport,50.6184005737305,2.64224004745483
XCZ,Charleville-Mézières Airport,49.7839012145996,4.6470799446106
BES,Brest Bretagne Airport,48.4478988647461,-4.41854000091553
CER,Cherbourg-Maupertus Airport,49.6501007080078,-1.47028005123138
DNR,Dinard-Pleurtuit-Saint-Malo Airport,48.5876998901367,-2.07996010780334
LBY,La Baule-Escoublac Airport,47.2893981933594,-2.34639000892639
GFR,Granville Airport,48.8830986022949,-1.56417000293732
DOL,Deauville-Saint-Gatien Airport,49.3652992249,0.154305994511
LRT,Lorient South Brittany (Bretagne Sud) Airport,47.7606010437012,-3.44000005722046
EDM,La Roche-sur-Yon Airport,46.7019004821777,-1.37863004207611
LDV,Landivisiau Air Base,48.5303001403809,-4.15163993835449
CFR,Caen-Carpiquet Airport,49.1733016967774,-0.449999988079071
LME,Le Mans-Arnage Airport,47.948600769043,0.201666995882988
RNS,Rennes-Saint-Jacques Airport,48.0694999695,-1.73478996754
LAI,Lannion-Côte de Granit Airport,48.7543983459473,-3.47165989875793
UIP,Quimper-Cornouaille Airport,47.9749984741211,-4.16778993606567
NTE,Nantes Atlantique Airport,47.1531982422,-1.61073005199
SBK,Saint-Brieuc-Armor Airport,48.5378,-2.85444
MXN,Morlaix-Ploujean Airport,48.6031990051,-3.81577992439
VNE,Vannes-Meucon Airport,47.7233009338379,-2.71855998039246
SNR,Saint-Nazaire-Montoir Airport,47.3105556,-2.1566667
BSL,EuroAirport Basel-Mulhouse-Freiburg Airport,47.59,7.5291667
DIJ,Dijon-Bourgogne Airport,47.268901825,5.09000015259
MZM,Metz-Frescaty (BA 128) Air Base,49.071701,6.13167
EPL,Épinal-Mirecourt Airport,48.3250007629395,6.06998014450073
ENC,Nancy-Essey Airport,48.6921005249024,6.23046016693115
BOR,Fontaine Airport,47.655601501465,7.0108299255371
RHE,Reims-Champagne (BA 112) Air Base,49.310001,4.05
SXB,Strasbourg Airport,48.5382995605469,7.62823009490967
TLN,Toulon-Hyères Airport,43.0973014832,6.14602994919
FRJ,Fréjus Airport,43.4175,6.7357
FNI,Nîmes-Arles-Camargue Airport,43.7574005126953,4.4163498878479
LTT,La Môle Airport,43.2053985595703,6.48199987411499
MQC,Miquelon Airport,47.095500946,-56.3802986145
FSP,St Pierre Airport,46.7629013061524,-56.1730995178223
PYR,Andravida Air Base,37.9207,21.292601
AGQ,Agrinion Air Base,38.602001,21.3512001
AXD,Dimokritos Airport,40.855899810791,25.9563007354736
HEW,Athen Helenikon Airport,37.893299,23.726101
ATH,Eleftherios Venizelos International Airport,37.9364013672,23.9444999695
VOL,Nea Anchialos Airport,39.2196006774902,22.7943000793457
LGE,Mulan Airport,-20.1089,127.619
JKH,Chios Island National Airport,38.3432006835938,26.1406002044678
PKH,Porto Cheli Airport,37.297501,23.1478
JIK,Ikaria Airport,37.6827011108,26.3470993042
IOA,Ioannina Airport,39.6963996887207,20.8225002288818
HER,Heraklion International Nikos Kazantzakis Airport,35.3396987915,25.1802997589
KSO,Kastoria National Airport,40.4463005066,21.2821998596
KIT,Kithira Airport,36.2742996216,23.0170001984
EFL,Kefallinia Airport,38.1200981140137,20.5004997253418
KZS,Kastelorizo Airport,36.1417007446,29.5764007568
KLX,Kalamata Airport,37.0682983398438,22.0254993438721
KGS,Kos Airport,36.7933006286621,27.0916996002197
AOK,Karpathos Airport,35.4213981628418,27.1459999084473
CFU,Ioannis Kapodistrias International Airport,39.6018981933594,19.9116992950439
KSJ,Kasos Airport,35.4213981628,26.9099998474
KVA,Alexander the Great International Airport,40.9132995605469,24.6191997528076
JKL,Kalymnos Airport,36.9632987976,26.9405994415
KZI,Filippos Airport,40.2860984802246,21.840799331665
LRS,Leros Airport,37.1848983765,26.8003005981
LXS,Limnos Airport,39.917098999,25.2362995148
LRA,Larisa Airport,39.650253,22.4655
LGM,Laiagam Airport,-5.4923,143.488
JMK,Mikonos Airport,37.4351005554199,25.3481006622314
MLO,Milos Airport,36.6968994141,24.4769001007
MJT,Mytilene International Airport,39.0567016602,26.5983009338
LGN,Linga Linga Airport,-5.53194444444,149.734166667
JNX,Naxos Airport,37.0811004639,25.3680992126
PAS,Paros Airport,37.020495,25.113195
JTY,Astypalaia Airport,36.5798988342,26.3757991791
PVK,Aktion National Airport,38.9254989624023,20.7653007507324
RHO,Diagoras Airport,36.4053993225098,28.0862007141113
GPA,Araxos Airport,38.1511,21.4256
CHQ,Chania International Airport,35.5317001342773,24.1497001647949
JSI,Skiathos Island National Airport,39.1771011352539,23.5037002563477
SMI,Samos Airport,37.689998626709,26.9116992950439
JSY,Syros Airport,37.4227981567,24.9508991241
SPJ,Sparti Airport,36.9738998413086,22.5263004302979
JTR,Santorini Airport,36.3992004394531,25.4792995452881
JSH,Sitia Airport,35.2160987854004,26.1012992858887
SKU,Skiros Airport,38.9676017761,24.4871997833
SKG,Thessaloniki Macedonia International Airport,40.5196990966797,22.9708995819092
ZTH,Dionysios Solomos Airport,37.7509002685547,20.8843002319336
BUD,Budapest Ferenc Liszt International Airport,47.4369010925,19.2555999756
DEB,Debrecen International Airport,47.488899230957,21.6152992248535
MCQ,Miskolc Airport,48.1369018554688,20.7914009094238
LHP,Lehu Airport,-6.527493,155.712442
PEV,Pécs-Pogány Airport,45.990898,18.240996
SOB,Sármellék International Airport,46.686391,17.159084
TZR,Taszár Air Base,46.3931007385254,17.9174995422363
QAQ,L'Aquila–Preturo Airport,42.379902,13.3092
CRV,Crotone Airport,38.9972,17.0802
BRI,Bari Karol Wojtyła Airport,41.138901,16.760599
FOG,"Foggia """"Gino Lisa"""" Airport",41.432899,15.535
TAR,"Taranto-Grottaglie """"Marcello Arlotta"""" Airport",40.517502,17.4032
LCC,Lecce Galatina Air Base,40.239201,18.133301
PSR,Pescara International Airport,42.431702,14.1811
BDS,Brindisi – Salento Airport,40.6576,17.947001
SUF,Lamezia Terme Airport,38.905399,16.2423
CIY,Comiso Airport,36.994601,14.607182
CTA,Catania-Fontanarossa Airport,37.466801,15.0664
LMP,Lampedusa Airport,35.497898,12.6181
PNL,Pantelleria Airport,36.816502,11.9689
PMO,Falcone–Borsellino Airport,38.175999,13.091
REG,Reggio Calabria Airport,38.071201,15.6516
TPS,Vincenzo Florio Airport Trapani-Birgi,37.9114,12.488
NSY,Sigonella Navy Air Base,37.401699,14.9224
BLX,Belluno Airport,46.166549,12.250389
CDF,Cortina Airport,46.5730018616,12.1180000305
RAN,Ravenna Airport,44.36391,12.224978
AHO,Alghero-Fertilia Airport,40.632099,8.29077
DCI,Decimomannu Air Base,39.354198,8.97248
CAG,Cagliari Elmas Airport,39.251499,9.05428
OLB,Olbia Costa Smeralda Airport,40.898701,9.51763
FNU,Oristano-Fenosu Airport,39.895308,8.642661
TTB,Tortolì Airport,39.9188,9.68298
MXP,Malpensa International Airport,45.6306,8.72811
BGY,Il Caravaggio International Airport,45.673901,9.70417
TRN,Turin Airport,45.200802,7.64963
ALL,Villanova D'Albenga International Airport,44.050598,8.12743
GOA,Genoa Cristoforo Colombo Airport,44.4133,8.8375
LIN,Milano Linate Airport,45.445099,9.27674
PMF,Parma Airport,44.824501,10.2964
AOT,Aosta Airport,45.738499,7.36872
CUF,Cuneo International Airport,44.547001,7.62322
AVB,Aviano Air Base,46.031898,12.596503
BZO,Bolzano Airport,46.460201,11.3264
UDN,Udine-Campoformido Air Base,46.0322,13.1868
BLQ,Bologna Guglielmo Marconi Airport,44.5354,11.2887
TSF,Treviso-Sant'Angelo Airport,45.648399,12.1944
FRL,Forlì Airport,44.194801,12.0701
VBS,Brescia Airport,45.428902,10.3306
TRS,Trieste–Friuli Venezia Giulia Airport,45.827499,13.4722
RMI,Federico Fellini International Airport,44.020302,12.6117
VIC,Vicenza Airport,45.573399,11.5295
QPA,Padova Airport,45.395802,11.8479
VRN,Verona Villafranca Airport,45.395699,10.8885
AOI,Ancona Falconara Airport,43.616299,13.3623
VCE,Venice Marco Polo Airport,45.505299,12.3519
LCV,Lucca-Tassignano Airport,43.825825,10.577928
QRT,Rieti Airport,42.4272,12.8517
SAY,Siena-Ampugnano Airport,43.256302,11.255
QLP,Sarzana-Luni Air Base,44.088001,9.98795
CIA,Ciampino–G. B. Pastine International Airport,41.7994,12.5949
FCO,Leonardo da Vinci–Fiumicino Airport,41.8002778,12.2388889
QSR,Salerno Costa d'Amalfi Airport,40.620399,14.9113
EBA,Marina Di Campo Airport,42.7603,10.2394
QLT,Latina Air Base,41.5424,12.909
NAP,Naples International Airport,40.886002,14.2908
PSA,Pisa International Airport,43.683899,10.3927
FLR,Peretola Airport,43.810001,11.2051
GRS,Grosseto Air Base,42.759701,11.0719
PEG,Perugia San Francesco d'Assisi – Umbria International Airport,43.095901,12.5132
LJU,Ljubljana Jože Pučnik Airport,46.223701,14.4576
MBX,Maribor Airport,46.4799003601074,15.6861000061035
POW,Portoroz Airport,45.4734001159668,13.6149997711182
LKC,Lekana Airport,-2.313,14.606
GTW,Holešov Airport,49.3143997,17.5688992
UHE,Kunovice Airport,49.0293998718262,17.4396991729736
KLV,Karlovy Vary International Airport,50.2029991149902,12.914999961853
MKA,Mariánské Lázně Airport,49.922798156738,12.72469997406
OSR,Ostrava Leos Janáček Airport,49.6963005065918,18.1110992431641
OLO,Olomouc-Neředín Airport,49.587799072266,17.210800170898
PED,Pardubice Airport,50.0134010314941,15.7385997772217
PRV,Přerov Air Base,49.4258003234863,17.4046993255615
PRG,Václav Havel Airport Prague,50.1008,14.26
BRQ,Brno-Tuřany Airport,49.1512985229492,16.6944007873535
VOD,Vodochody Airport,50.216599,14.3958
ZBE,Zabreh Ostrava Airport,49.9282989501953,18.0783004760742
GHK,Gush Katif Airport,31.367050170898,34.294509887695
TLV,Ben Gurion International Airport,32.0113983154297,34.8866996765137
BEV,Beersheba (Teyman) Airport,31.287000656128,34.722999572754
ETH,Eilat Airport,29.56130027771,34.9600982666016
EIY,Ein Yahav Airfield,30.6217002868652,35.2033004760742
LLH,Reginaldo Hammer Airport,15.4422,-87.8988
HFA,Haifa International Airport,32.8093986511231,35.043098449707
RPN,Ben Ya'akov Airport,32.9809989929199,35.5718994140625
KSW,Kiryat Shmona Airport,33.2167015075684,35.5999984741211
LLL,Lissadell Airport,-16.661,128.594
MTZ,Bar Yehuda Airfield,31.3281993865967,35.388599395752
VTM,Nevatim Air Base,31.2082996368,35.012298584
VDA,Ovda International Airport,29.940299987793,34.9357986450195
MIP,Ramon Air Base,30.7761001586914,34.6666984558106
SDV,Sde Dov Airport,32.1147003173828,34.7821998596191
YOT,Yotvata Airfield,29.9011111,35.0675
LMC,La Macarena Airport,2.17565,-73.78674
GZM,Xewkija Heliport,36.027199,14.2728
MLA,Malta International Airport,35.857498,14.4775
LMZ,Palma Airport,-10.7506,40.4702
LNC,Lengbati Airport,-6.38461111111,147.368638889
LNF,Munbil Airport,-4.855941,141.220165
LNM,Langimar Airport,-7.22313888889,146.227083333
MCM,Monaco Heliport,43.7256011963,7.4191699028
LNQ,Loani Airport,-10.5815,150.5931
LOF,Loen Airport,7.7575,168.2357
HOH,Hohenems-Dornbirn Airport,47.3849983215,9.69999980927
LOM,Francisco Primo de Verdad y Ramos Airport,21.2581,-101.9441
LOR,Lowe AHP (Fort Rucker) Heliport,31.35580063,-85.75119781
GRZ,Graz Airport,46.9911003112793,15.4395999908447
INN,Innsbruck Airport,47.260201,11.344
KLU,Klagenfurt Airport,46.642502,14.3377
LNZ,Linz Hörsching Airport,48.2332,14.1875
SZG,Salzburg Airport,47.7933006287,13.0043001175
VIE,Vienna International Airport,48.110298156738,16.569700241089
AVR,Alverca Air Base,38.883301,-9.0301
SMA,Santa Maria Airport,36.9714012145996,-25.1706008911133
BGC,Bragança Airport,41.8578,-6.70713
BYJ,Beja Airport / Airbase,38.078899,-7.9324
BGZ,Braga Municipal Aerodrome,41.5871009827,-8.44513988495
CHV,Aerodromo de Chaves,41.722356,-7.463064
CVU,Corvo Airport,39.671501159668,-31.1135997772217
CAT,Cascais Airport,38.724998,-9.35523
FLW,Flores Airport,39.4552993774414,-31.1313991546631
FAO,Faro Airport,37.0144004822,-7.96590995789
GRW,Graciosa Airport,39.0922012329102,-28.0298004150391
HOR,Horta Airport,38.5199012756348,-28.7159004211426
TER,Lajes Airport,38.761799,-27.090799
FNC,Madeira Airport,32.697898864746,-16.774499893188
QLR,Monte Real Air Base,39.828335,-8.8875
PDL,João Paulo II Airport,37.7411994934,-25.6979007721
PIX,Pico Airport,38.5542984008789,-28.4412994384766
OPO,Francisco de Sá Carneiro Airport,41.2481002808,-8.68138980865
PXO,Porto Santo Airport,33.0733985901,-16.3500003815
LIS,Humberto Delgado Airport (Lisbon Portela Airport),38.7813,-9.13592
SIE,Sines Airport,37.941692,-8.817301
SJZ,São Jorge Airport,38.6655006408691,-28.1758003234863
VRL,Vila Real Airport,41.2743,-7.72047
VSE,Aerodromo Goncalves Lobato (Viseu Airport),40.725498,-7.88899
BNX,Banja Luka International Airport,44.9413986206055,17.2975006103516
OMO,Mostar International Airport,43.282901763916,17.8458995819092
SJJ,Sarajevo International Airport,43.8246002197266,18.3314990997314
TZL,Tuzla International Airport,44.4586982727051,18.7248001098633
ARW,Arad International Airport,46.1766014099121,21.261999130249
BCM,Bacău Airport,46.521900177002,26.9102993011475
BAY,Tautii Magheraus Airport,47.6584014892578,23.4699993133545
BBU,Băneasa International Airport,44.5032005310059,26.1021003723145
CND,Mihail Kogălniceanu International Airport,44.3622016906738,28.4883003234863
CLJ,Cluj-Napoca International Airport,46.7851982116699,23.6861991882324
CSB,Caransebeş Airport,45.4199981689453,22.2532997131348
CRA,Craiova Airport,44.3180999755859,23.888599395752
IAS,Iaşi Airport,47.1785011291504,27.6205997467041
LRO,Sharpe AAF,37.8379166667,-121.272805556
OMR,Oradea International Airport,47.0252990722656,21.9025001525879
OTP,Henri Coandă International Airport,44.5711111,26.085
SBZ,Sibiu International Airport,45.7855987548828,24.0912990570068
SUJ,Satu Mare Airport,47.7033004760742,22.8857002258301
SCV,Suceava Stefan cel Mare Airport,47.6875,26.3540992736816
TCE,Tulcea Airport,45.0625,28.7143001556397
TGM,Transilvania Târgu Mureş International Airport,46.467700958252,24.4125003814697
TSR,Timişoara Traian Vuia Airport,45.8098983764648,21.3379001617432
GVA,Geneva Cointrin International Airport,46.2380981445313,6.10895013809204
QLS,Lausanne-Blécherette Airport,46.54529953,6.61667013168
QNC,Neuchatel Airport,46.9575004578,6.86471986771
SIR,Sion Airport,46.2196006775,7.32675981522
EML,Emmen Air Base,47.092444,8.305184
ZIN,Interlaken Air Base,46.6766014,7.8790798
LUG,Lugano Airport,46.0042991638,8.9105796814
BRN,Bern Belp Airport,46.914100647,7.49714994431
BXO,Buochs Airport,46.974444,8.396944
ACO,Ascona Airport,46.1577987671,8.78194046021
ZHI,Grenchen Airport,47.181599,7.41719
ZRH,Zürich Airport,47.464699,8.54917
ZJI,Locarno Airport,46.1608009338,8.87860965729
ACH,St Gallen Altenrhein Airport,47.4850006104,9.56077003479
SMV,Samedan Airport,46.5340995788574,9.88411045074463
GKD,Imroz Airport,40.204498,25.883301
ESB,Esenboğa International Airport,40.1281013489,32.995098114
ANK,Etimesgut Air Base,39.949798584,32.6885986328
ADA,Adana Airport,36.9822006226,35.2803993225
UAB,İncirlik Air Base,37.0021018982,35.4258995056
AFY,Afyon Airport,38.726398468,30.6011009216
AYT,Antalya International Airport,36.898701,30.800501
GZT,Gaziantep International Airport,36.9472007751,37.4786987305
KFS,Kastamonu Airport,41.3142013549805,33.7957992553711
KYA,Konya Airport,37.979,32.561901
MLX,Malatya Tulga Airport,38.353699,38.253899
